Category,Message
not phishing,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
not phishing,Did u download the fring app?
not phishing,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
not phishing,Friends that u can stay on fb chat with
not phishing,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
not phishing,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
phishing,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
not phishing,"Ah, well that confuses things, doesn‘t it?"
phishing,500 free text msgs. Just text ok to 80488 and we'll credit your account
not phishing,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
not phishing,Dear how you. Are you ok?
phishing,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
not phishing,Yes princess! I want to make you happy...
not phishing,Sounds like you have many talents! would you like to go on a dinner date next week?
not phishing,I am going to film 2day da. At 6pm. Sorry da.
not phishing,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
not phishing,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
not phishing,Yesterday its with me only . Now am going home.
phishing,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
not phishing,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
not phishing,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
phishing,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
not phishing,Great comedy..cant stop laughing da:)
phishing,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
not phishing,"Alright, we're all set here, text the man"
not phishing,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
not phishing,Sleeping nt feeling well
not phishing,U WILL SWITCH YOUR FONE ON DAMMIT!!
not phishing,India have to take lead:)
not phishing,I.ll post her out l8r. In class
not phishing,Thts wat Wright Brother did to fly..
not phishing,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
not phishing,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
not phishing,ITS A LAPTOP TAKE IT WITH YOU.
not phishing,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
not phishing,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
phishing,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
not phishing,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?
not phishing,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
not phishing,At 7 we will go ok na.
not phishing,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
not phishing,S:-)if we have one good partnership going we will take lead:)
phishing,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
not phishing,"Yeah, where's your class at?"
not phishing,No just send to you. Bec you in temple na.
not phishing,"You aren't coming home between class, right? I need to work out and shower!"
phishing,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
not phishing,S but mostly not like that.
not phishing,Ü v ma fan...
not phishing,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
not phishing,Guess who spent all last night phasing in and out of the fourth dimension
not phishing,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
not phishing,"Yes..but they said its IT.,"
not phishing,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
not phishing,Lmao!nice 1
not phishing,Glad to see your reply.
phishing,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
phishing,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
not phishing,Nah dub but je still buff
not phishing,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
not phishing,"Yeah, that's fine! It's £6 to get in, is that ok?"
not phishing,Lol where do u come up with these ideas?
not phishing,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
not phishing,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
not phishing,Okay... We wait ah
not phishing,Y lei?
not phishing,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
not phishing,Already am squatting is the new way of walking
not phishing,Do you want bold 2 or bb torch
not phishing,Cramps stopped. Going back to sleep
phishing,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
phishing,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
not phishing,Nan sonathaya soladha. Why boss?
not phishing,Bring tat cd don forget
phishing,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
not phishing,I don't know but I'm raping dudes at poker
not phishing,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
not phishing,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
not phishing,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?
not phishing,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
not phishing,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
not phishing,Hai priya are you right. What doctor said pa. Where are you.
phishing,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
not phishing,Ok...
not phishing,Please ask mummy to call father
not phishing,Can come my room but cannot come my house cos my house still messy... Haha...
not phishing,I have lost 10 kilos as of today!
not phishing,Just taste fish curry :-P
not phishing,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
not phishing,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
not phishing,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
not phishing,Was doing my test earlier. I appreciate you. Will call you tomorrow.
not phishing,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
not phishing,U meet other fren dun wan meet me ah... Muz b a guy rite...
not phishing,"(No promises on when though, haven't even gotten dinner yet)"
not phishing,I got your back! Do you have any dislikes in bed?
not phishing,o turns out i had stereo love on mi phone under the unknown album.
phishing,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
not phishing,Yeah I don't see why not
not phishing,Asking do u knw them or nt? May be ur frnds or classmates?
not phishing,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
phishing,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
not phishing,"As in missionary hook up, doggy hook up, standing...|"
not phishing,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
not phishing,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
not phishing,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
not phishing,Thought praps you meant another one. Goodo! I'll look tomorrow
not phishing,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
not phishing,There bold 2  &lt;#&gt; . Is that yours
not phishing,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
not phishing,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
not phishing,I went to project centre
not phishing,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
not phishing,Lol yeah at this point I guess not
not phishing,Doing project w frens lor.
not phishing,Lol. Well quality aint bad at all so i aint complaining
not phishing,"K, can that happen tonight?"
phishing,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
not phishing,"I think we're going to finn's now, come"
not phishing,Why tired what special there you had
not phishing,I will come tomorrow di
